3.62437439	1.48991228E-03	10	2	4.26783991
7.24874878	2.09691352E-03	10	2	3.51942492
10.8731232	2.01414060E-03	10	2	6.53209257
14.4974976	2.06932263E-03	10	2	7.32122040
18.1218719	1.60027621E-03	10	2	7.32122040
21.7462463	1.93136791E-03	10	2	7.32122040
25.3706207	2.17968645E-03	10	2	7.32122040
28.9949951	2.62114196E-03	10	2	7.32122040
32.6193695	2.56596017E-03	10	2	7.32122040
36.2437439	2.51077814E-03	10	2	7.32122040
39.8681183	3.06259748E-03	10	2	7.32122040
43.4924927	3.06259748E-03	10	2	7.83232689
47.1168671	3.25573422E-03	10	2	8.35438824
50.7412415	3.55923502E-03	10	2	9.06613255
54.3656158	4.27660020E-03	10	2	10.6268196
57.9899902	3.44887120E-03	10	2	12.3291016
61.6143646	3.97309940E-03	10	2	13.8976421
65.2387390	4.08346346E-03	10	2	15.1902838
68.8631134	4.11105435E-03	10	2	16.5234890
72.4874878	4.58010053E-03	10	2	18.0470638
76.1118622	4.63528279E-03	10	2	19.7000446
79.7362366	4.38696425E-03	10	2	21.4169197
83.3606110	5.51819382E-03	10	2	22.0004425
86.9849854	5.84928552E-03	10	2	22.4823303
90.6093597	4.77323774E-03	10	2	23.0521183
94.2337341	5.51819382E-03	10	2	24.1045437
97.8581085	5.79410326E-03	10	2	25.1625805
101.482483	5.76651236E-03	10	2	25.9263191
105.106857	6.26314990E-03	10	2	26.2532902
108.731232	6.12519495E-03	10	2	26.5730896
112.355606	5.93205821E-03	10	2	26.8861046
115.979980	7.22883362E-03	10	2	27.1926975
119.604355	7.00810645E-03	10	2	25.0528355
123.228729	7.58751621E-03	10	2	19.7304249
126.853104	6.31833170E-03	10	2	16.9385834
130.477478	6.37351396E-03	10	2	16.9068012
134.101852	7.36678857E-03	10	2	16.8759499
137.726227	7.33919768E-03	10	2	16.8459721
141.350601	7.72547163E-03	10	2	16.8168259
144.974976	6.81496877E-03	10	2	16.7884655
148.599350	6.67701429E-03	10	2	16.7608471
152.223724	6.09760405E-03	10	2	16.5824146
155.848099	5.43542113E-03	10	2	16.2737904
159.472473	5.02155628E-03	10	2	15.9778128
163.096848	4.96637402E-03	10	2	15.6936951
166.721222	3.91791761E-03	10	2	15.4207067
170.345596	4.46973694E-03	10	2	15.1581869
